Date,Product,Category,Price,Quantity,Sales,Country,Region,Payment_Method
2023-09-10,Notebook,Stationery,1045,6,6270,Morocco,South,Cash
2023-04-10,Headphones,Electronics,403,7,2821,Spain,North,Online
2023-06-24,Laptop,Electronics,395,5,1975,Morocco,South,Online
2023-10-04,Chair,Furniture,1889,6,11334,Germany,North,Card
2023-02-21,Laptop,Electronics,1957,8,15656,Morocco,North,Cash
2023-03-11,Phone,Electronics,432,2,864,Morocco,North,Card
2023-02-20,Monitor,Electronics,1643,5,8215,Morocco,West,Online
2023-07-23,Phone,Electronics,30,7,210,France,East,Cash
2023-01-30,Headphones,Electronics,1252,6,7512,Spain,East,Online
2023-06-11,Tablet,Electronics,1506,1,1506,Spain,West,Card
2023-08-09,Phone,Electronics,1420,3,4260,Italy,West,Card
2023-06-12,Keyboard,Electronics,807,8,6456,Italy,East,Card
2023-05-15,Monitor,Electronics,993,9,8937,Italy,South,Online
2023-10-16,Monitor,Electronics,969,9,8721,Morocco,North,Online
2023-04-10,Monitor,Electronics,1271,2,2542,Spain,East,Card
2023-01-15,Pen,Stationery,1362,6,8172,Italy,South,Online
2023-06-10,Keyboard,Electronics,1537,5,7685,Germany,North,Cash
2023-12-06,Laptop,Electronics,951,3,2853,France,North,Card
2023-05-14,Chair,Furniture,399,2,798,Germany,North,Card
2023-03-13,Table,Furniture,1043,1,1043,Morocco,South,Cash
2023-08-26,Keyboard,Electronics,1798,3,5394,Italy,South,Card
2023-08-12,Notebook,Stationery,1129,5,5645,France,West,Online
2023-03-17,Pen,Stationery,1723,5,8615,Germany,North,Cash
2023-06-22,Phone,Electronics,1574,7,11018,France,West,Cash
2023-08-15,Table,Furniture,1607,3,4821,Italy,West,Cash
2023-12-24,Table,Furniture,1680,4,6720,Germany,North,Cash
2023-10-25,Chair,Furniture,1693,8,13544,Spain,East,Online
2023-11-10,Pen,Stationery,1360,4,5440,Italy,North,Card
2023-05-10,Keyboard,Electronics,865,3,2595,Germany,South,Online
2023-06-03,Pen,Stationery,1981,6,11886,Morocco,North,Online
2023-09-21,Pen,Stationery,1658,10,16580,Spain,North,Card
2023-09-18,Pen,Stationery,1777,6,10662,Morocco,East,Cash
2023-10-28,Monitor,Electronics,492,1,492,Italy,North,Cash
2023-06-17,Monitor,Electronics,1659,10,16590,Germany,East,Online
2023-05-04,Table,Furniture,1442,10,14420,Morocco,North,Online
2023-02-24,Tablet,Electronics,1682,6,10092,Morocco,North,Online
2023-06-27,Phone,Electronics,1343,10,13430,France,West,Online
2023-11-15,Phone,Electronics,551,4,2204,Spain,East,Card
2023-10-19,Laptop,Electronics,1254,9,11286,Spain,East,Cash
2023-08-20,Keyboard,Electronics,901,7,6307,France,South,Online
2023-08-04,Phone,Electronics,868,4,3472,Germany,East,Cash
2023-07-27,Tablet,Electronics,1083,2,2166,Germany,North,Online
2023-07-02,Phone,Electronics,1860,1,1860,Spain,West,Cash
2023-09-26,Notebook,Stationery,570,10,5700,Morocco,East,Cash
2023-07-06,Table,Furniture,1090,8,8720,France,South,Cash
2023-01-10,Laptop,Electronics,416,3,1248,Spain,South,Online
2023-01-18,Notebook,Stationery,1035,10,10350,Italy,South,Cash
2023-11-21,Tablet,Electronics,331,9,2979,Germany,East,Cash
2023-01-05,Phone,Electronics,221,3,663,France,South,Card
2023-09-09,Tablet,Electronics,290,8,2320,Morocco,East,Online
2023-11-20,Monitor,Electronics,436,8,3488,Germany,West,Online
2023-09-22,Keyboard,Electronics,676,10,6760,Germany,West,Card
2023-02-19,Tablet,Electronics,1068,8,8544,Italy,South,Cash
2023-04-19,Headphones,Electronics,1720,9,15480,Italy,North,Online
2023-02-15,Monitor,Electronics,272,3,816,Germany,North,Cash
2023-03-30,Headphones,Electronics,154,1,154,Italy,West,Card
2023-02-22,Phone,Electronics,1009,5,5045,France,North,Cash
2023-01-08,Notebook,Stationery,1520,6,9120,France,East,Card
2023-05-07,Table,Furniture,881,8,7048,Italy,South,Cash
2023-04-11,Phone,Electronics,1911,3,5733,Germany,East,Card
2023-01-18,Laptop,Electronics,200,2,400,Morocco,South,Card
2023-12-17,Laptop,Electronics,844,5,4220,France,East,Online
2023-02-15,Laptop,Electronics,608,4,2432,France,North,Cash
2023-12-05,Table,Furniture,1477,2,2954,France,South,Online
2023-09-13,Laptop,Electronics,1613,4,6452,Italy,South,Online
2023-05-25,Phone,Electronics,188,3,564,France,West,Cash
2023-12-19,Phone,Electronics,1673,1,1673,Italy,South,Cash
2023-05-21,Keyboard,Electronics,1301,3,3903,Morocco,West,Online
2023-03-19,Monitor,Electronics,1845,1,1845,Germany,North,Cash
2023-01-17,Headphones,Electronics,673,1,673,Italy,South,Online
2023-08-07,Table,Furniture,1767,1,1767,France,South,Cash
2023-12-31,Table,Furniture,682,7,4774,France,North,Card
2023-09-08,Laptop,Electronics,1024,5,5120,Italy,North,Cash
2023-05-21,Tablet,Electronics,1629,1,1629,Italy,North,Online
2023-11-15,Tablet,Electronics,770,3,2310,Italy,South,Cash
2023-12-31,Headphones,Electronics,55,8,440,Spain,West,Card
2023-01-16,Monitor,Electronics,1636,4,6544,France,North,Card
2023-11-27,Headphones,Electronics,608,10,6080,Spain,South,Card
2023-10-01,Laptop,Electronics,897,4,3588,Germany,East,Online
2023-01-02,Headphones,Electronics,1483,4,5932,Italy,East,Online
2023-07-26,Keyboard,Electronics,1411,7,9877,Germany,East,Online
2023-09-01,Headphones,Electronics,845,9,7605,France,East,Cash
2023-12-21,Table,Furniture,1798,6,10788,Morocco,West,Cash
2023-12-12,Table,Furniture,723,5,3615,Germany,West,Card
2023-07-26,Monitor,Electronics,1452,4,5808,Germany,West,Cash
2023-08-05,Headphones,Electronics,1040,9,9360,Germany,South,Card
2023-09-16,Keyboard,Electronics,873,1,873,Morocco,West,Online
2023-05-09,Pen,Stationery,265,10,2650,Morocco,North,Card
2023-11-11,Chair,Furniture,105,7,735,Italy,South,Card
2023-04-25,Keyboard,Electronics,1753,3,5259,France,East,Online
2023-11-16,Table,Furniture,1421,7,9947,Germany,East,Cash
2023-08-26,Keyboard,Electronics,1314,5,6570,Germany,North,Online
2023-10-02,Tablet,Electronics,1525,9,13725,Italy,North,Cash
2023-03-15,Phone,Electronics,1781,4,7124,Germany,North,Cash
2023-03-29,Laptop,Electronics,471,6,2826,France,East,Online
2023-09-13,Phone,Electronics,1414,1,1414,Spain,West,Card
2023-02-10,Keyboard,Electronics,328,2,656,Morocco,South,Cash
2023-11-20,Laptop,Electronics,520,10,5200,Morocco,East,Cash
2023-05-08,Phone,Electronics,1756,4,7024,Germany,South,Card
2023-01-28,Tablet,Electronics,1373,6,8238,Germany,East,Online
2023-01-06,Notebook,Stationery,1869,3,5607,Morocco,East,Card
2023-03-28,Chair,Furniture,293,5,1465,Germany,North,Cash
2023-10-16,Phone,Electronics,1416,8,11328,Spain,East,Online
2023-07-19,Monitor,Electronics,1951,7,13657,Morocco,North,Online
2023-05-08,Phone,Electronics,682,9,6138,Spain,South,Online
2023-10-31,Monitor,Electronics,1470,1,1470,Germany,South,Online
2023-08-27,Tablet,Electronics,1268,6,7608,Morocco,North,Card
2023-05-04,Laptop,Electronics,1707,2,3414,Morocco,South,Card
2023-08-22,Keyboard,Electronics,576,7,4032,Morocco,South,Card
2023-11-12,Tablet,Electronics,1957,4,7828,Spain,West,Card
2023-02-21,Headphones,Electronics,1112,10,11120,Italy,South,Cash
2023-07-11,Notebook,Stationery,1915,8,15320,Germany,West,Card
2023-10-25,Table,Furniture,698,3,2094,Italy,East,Card
2023-02-02,Monitor,Electronics,1672,6,10032,Germany,West,Online
2023-10-22,Laptop,Electronics,1337,1,1337,France,South,Cash
2023-09-02,Laptop,Electronics,1727,3,5181,Germany,North,Cash
2023-01-05,Tablet,Electronics,943,4,3772,Morocco,South,Online
2023-12-15,Keyboard,Electronics,284,5,1420,Morocco,East,Card
2023-07-19,Keyboard,Electronics,718,1,718,Morocco,West,Card
2023-12-05,Table,Furniture,1567,5,7835,Italy,South,Card
2023-06-25,Laptop,Electronics,1709,4,6836,France,South,Cash
2023-01-24,Keyboard,Electronics,254,1,254,Germany,West,Card
2023-07-26,Pen,Stationery,296,4,1184,Spain,South,Card
2023-07-21,Headphones,Electronics,1884,3,5652,Spain,West,Online
2023-09-08,Phone,Electronics,1825,1,1825,Italy,North,Cash
2023-08-02,Headphones,Electronics,830,3,2490,Germany,North,Card
2023-02-13,Table,Furniture,378,4,1512,Morocco,North,Cash
2023-09-13,Chair,Furniture,1809,1,1809,Italy,East,Cash
2023-04-15,Notebook,Stationery,1161,10,11610,Germany,North,Cash
2023-09-11,Table,Furniture,1649,10,16490,France,South,Cash
2023-09-05,Chair,Furniture,887,2,1774,Germany,South,Card
2023-10-22,Pen,Stationery,704,5,3520,France,North,Cash
2023-07-27,Table,Furniture,1863,4,7452,Morocco,East,Online
2023-03-25,Notebook,Stationery,1940,4,7760,Spain,West,Online
2023-02-26,Monitor,Electronics,1579,1,1579,Germany,North,Card
2023-07-01,Phone,Electronics,916,3,2748,Italy,North,Card
2023-08-11,Phone,Electronics,1189,1,1189,Morocco,South,Online
2023-03-11,Phone,Electronics,311,1,311,Morocco,North,Cash
2023-08-27,Table,Furniture,1213,1,1213,Germany,West,Card
2023-01-23,Chair,Furniture,77,7,539,France,East,Card
2023-01-05,Keyboard,Electronics,855,1,855,Spain,South,Card
2023-03-13,Keyboard,Electronics,200,5,1000,Spain,South,Cash
2023-07-21,Laptop,Electronics,1377,7,9639,France,North,Cash
2023-08-31,Phone,Electronics,354,7,2478,Germany,South,Cash
2023-10-03,Chair,Furniture,1133,9,10197,Germany,North,Cash
2023-11-29,Keyboard,Electronics,1114,6,6684,Spain,South,Online
2023-01-29,Phone,Electronics,623,9,5607,Germany,South,Card
2023-04-19,Tablet,Electronics,145,6,870,Spain,West,Online
2023-01-15,Pen,Stationery,678,6,4068,Italy,North,Cash
2023-09-28,Tablet,Electronics,1291,4,5164,France,North,Card
2023-04-03,Chair,Furniture,58,9,522,Morocco,North,Online
2023-12-23,Headphones,Electronics,1757,9,15813,Spain,West,Cash
2023-08-19,Phone,Electronics,1832,10,18320,Italy,East,Card
2023-09-11,Notebook,Stationery,361,7,2527,Spain,East,Card
2023-04-16,Pen,Stationery,1670,7,11690,Germany,East,Online
2023-05-01,Laptop,Electronics,1924,2,3848,Italy,East,Card
2023-12-12,Phone,Electronics,492,4,1968,Spain,East,Cash
2023-04-12,Tablet,Electronics,807,9,7263,Germany,North,Online
